id,age,occ_title,occ_desc,occ_desig_fromscore,occ_desig,firm_name,firm_type,firm_back_fromscore,occ_oth_title,occ_oth_desc,occ_oth_comp,sector,INDUSTRYSECTOR,sal_a,qual_fromscore,qual_add,educ_fos,exp_fromscore,COMPANYBACKGROUND
4282,40,MANAGING DIRECTOR,"RESPONSIBILE WITH ZTE MALAYSIA BUSINESS MANAGEMENT AND TO ENSURE PREPARING YEAR 2013/2014 BUSINESS ACHIEVEMENT WHERE ZTE MALAYSIA KPIS MEET HQ REQUIREMENT WHICH COVERS SALES, REVENUE, COLLECTION AND GROSS PROFIT.<br/><br/>PUT IN PLACE THE APPROPRIATE BENCHMARK CONTROL MEASUREMENT TO ENSURE THE TARGETTED ZTE GROUP TARGETS/KPS AND BUSINESS OBJECTVIES ARE MET.<br/><br/>RESPONSIBLE WITH ZTE MALAYSIA RISK MANAGEMENT BY BENCHMARKING ORGANIZATION PROCESS OPTIMIZATION & PEOPLE MANAGEMENT BY CONTINUING THE LTC POLICY TO STRENGTHEN RESOURCE CONTROL AND SPEED-UP ""LOCALIZATION"" REVOLUTION STEPS IN ZTE MALAYSIA;<br/><br/>CUTOMER RELATIONSHP MANAGEMENT BY INTRODUCE ZTE MALAYSIA CRM STRATEGY TO SALES & MARKETING DEPT WIHCIH INCLUDES THE SYSTEMATICAL DEMAND ANALYSIS, OPPORTUNITY ASSESSMENT, CUSTOMIZED SOLUTION PROMOTIONS, OVERALL B2B OR C2C RELATIONSHIP BUILDING TO EXISTING CUSTOMERS LIKE TM/DIGI/U-MOBILE/P1/T3 PROJECT TO ROLLOUT THE ""ZTE CUSTOMER VALUE"".",Top Management (CEO/CFO/COO),MANAGING DIRECTOR,ZTE (MALAYSIA) CORPORATION SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,PROJECT DIRECTOR (MALAYSIA CUM ASEAN COUNTRIES),"FOCUSES ON PROJECT MANAGEMENT AND BUSINESS DEVELOPMENT OF ASEAN COUNTRIES WHICH COVERS MALAYSIA, SINGAPORE, PHILIPPINES, INDONESIA, THAILAND, MYANMAR VIETNAM, CAMBODIA, BRUNEI, SOUTH KOREA, LAOS, JAPAN, CHINA + HONG KONG;<br/><br/>APPLIED PMP (PROJECT MANAGEMENT PROFESSIONAL) STRATEGIES TO IMPROVISE ZTE PROJECT MANAGEMENT TOWARDS REMARKABLE ACHIEVEMENT OF KPIS FOR YEAR 2011/2012 (REFERS TO AFTER-SALE REVENUE AND PAYMENT COLLECTION) AND IMPLEMENT LOTS OF STIMULATED ACTIONS ON PROFIT ENHANCEMENT TO ONGOING PROJECTS WHICH HAVE OBVIOUSLY IMPROVED PROJECT CASH FLOW AND HIGHLY REDUCE INVISIBLE CONTRACT RISKS;<br/><br/>FURTHER STRENGTHEN THE ORGANIZATION PROCESS OPTIMIZATION & HR MANAGEMENT AND PUT IN PLACE ZTE GROUP LTC POLICY TO STRENGTHEN RESOURCE CONTROL AND SPEED UP ?Ç£LOCALIZATION?Ç¥ REVOLUTION STEPS OF ZTE MALAYSIA TO SUPPORT ASEAN BUSINESS REQUIREMENTS;<br/><br/>INCREASE THE MALAYSIA MARKET GROWTH IN YR2012 WITH TOTAL SALE AMOUNT OF USD300 MILLION IN TELCO SYSTEM SOLUTION OF MALAYSIA, SINGAPORE, INDONESIA, JAPAN, VIETNAM, CAMBODIA, MYANMAR, CAMBODIA AND LAOS WHICH ALSO COVERS VARIOUS DIFFERENT PRODUCTS ARE WELL SERVING DIFFERENT TELECOMMUNICATION OPERATORS AND SOME NETWORK MODERNIZATION, TERMINAL/DEVICE AND CHANNEL COMMUNICATION HAD HIT THE TARGETS SET BY HQ, CHINA;<br/><br/>CUSTOMER RELATIONSHIP MANAGEMENT BY INTRODUCING CRM STRATEGY TO MARKETING DEPT. REFERS TO SYSTEMATICAL DEMAND ANALYSIS, OPPORTUNITY ASSESSMENT, CUSTOMIZED SOLUTION PROMOTIONS, OVERALL AND ONE-ON-ONE RELATIONSHIP BUILDING AND THE PROMOTED CR OF Y2011/Y2012 WITH RECOGNITION OF POSITIVE MARKET GROWTH;",ZTE (MALAYSIA) CORPORATION SDN BHD,"Communication, Content & Infrastructure","ETP IDENTIFIED : COMMUNICATION, CONTENT & INFRASTRUCTURE",5783.833496,Bachelors including Engineering Degree,N/A,N/A,11-15 years,"MNC<br/><br/>REVENUE : RM 200,738,092<br/>LOSS BEFORE AND AFTER TAX : (RM 22,618,614)"
4283,60,SENIOR STAFF SUBSEA SYSTEMS ENGINEER,LEADER OF SUBSEA ENGINEERING CONCEPTS & DESIGN FOR BROWSE FLOATING LNG TECHNICAL ASSURANCE OF OIL AND GAS PROJECTS.,Technical Experts,SENIOR STAFF SUBSEA SYSTEMS ENGINEER,SHELL GLOBAL SOLUTIONS (MALAYSIA) SDN. BHD.,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,PROJECT LEADER,,SHELL INTERNATIONAL,"Oil, Gas & Energy","ETP IDENTIFIED I.E. OIL, GAS & ENERGY",115467,Bachelors including Engineering Degree,N/A,N/A,>15 years,"MNC & MSC MALAYSIA STATUS<br/><br/>REVENUE TABLED TO ROC 2013: RM538,042,992<br/>PROFIT BEFORE TAX: RM3.7 MILLION<br/>PROFIT AFTER TAX: RM3.3 MILLION"
4284,46,PRINCIPAL GEOPHYSICIST,"1.	CARRY OUT DETAIL G&G INTERPRETATION AND MAPPING INTEGRATING ALL AVAILABLE GEOLOGICAL/GEOPHYSICAL DATA FOR REGIONAL PLAY ANALYSIS, PROSPECT EVALUATION, APPRAISAL AND DEVELOPMENT ACTIVITIES. 2.	DESIGN AND CONDUCT G&G MODELING WORK AND SPECIALIZED STUDIES BY CONDUCTING SYSTEMATIC AND INTEGRATED PROSPECT AND RESOURCE EVALUATION TO REDUCE GEOLOGICAL UNCERTAINTIES AND RISKS.3.	PROVIDE TECHNICALLY SOUND PROPOSALS BY CONDUCTING DETAILED ACREAGE/BLOCK, PROSPECTS AND ASSETS EVALUATION AS INPUT FOR BUSINESS DECISION. 4.	CARRY OUT DETAILED FULL FIELD REVIEW OF GREEN AND BROWN FIELDS BY GENERATING ACCURATE RESERVOIR MAPS, STRATIGRAPHIC CORRELATION AND STRUCTURAL CROSS-SECTIONS FOR RELIABLE 3D RESERVOIR MODELING AND CHARACTERIZATION TO MAXIMIZE RECOVERY AT EFFECTIVE COST. 5.	ANALYZE AND RECOMMEND FOR SOLUTIONS ON ANY ISSUES RAISED DURING DRILLING OPERATIONS FOR MANAGEMENT DECISIONS.6.	UPDATE RESULTS AND LESSONS LEARNT FOR INFORMATION SHARING AND IMPROVEMENT IN THE EXPERIENCE-SHARING DATABASE FOR EVERY PROJECT. ",Technical Experts,SENIOR GEOPHYSICIST,LEAP ENERGY PARTNERS SDN.BHD.,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,MANAGING CONSULTANT,"-	UNDERTAKE GEOLOGICAL AND GEOPHYSICS (G&G) CONSULTING SERVICES AND INTEGRATED STUDIES SUCH AS DETAILED SUB-SURFACE INTERPRETATION AND MAPPING INTEGRATING ALL AVAILABLE GEOLOGICAL AND GEOPHYSICAL DATA FOR REGIONAL PLAY ANALYSIS, PROSPECT EVALUATION, APPRA",HALLIBURTON ENERGY SERVICES (M) SDN BHD,"Oil, Gas & Energy","ETP IDENTIFIED I.E. OIL, GAS & ENERGY",32667,PhD/Double Masters/Masters+,N/A,N/A,11-15 years,GLC I.E. PETRONAS
4285,41,GENERAL MANAGER,"ENGAGING WITH START-UPS AND EARLY STAGE COMPANIES THAT COMPLEMENT THE TELECOM BUSINESS. USING MULTIPLE MEANS INCLUDING TECHNOLOGY TRANSFER, REVENUE SHARE AND EQUITY POSITION. HELPING SCALE UP THESE BUSINESSES BY PROVIDING ACCESS TO MAXIS CUSTOMER BASE AND CAPABILITIES AND PAYMENT SYSTEM ETC. ",Technical Experts,GENERAL MANAGER/HEAD OF MARKET CUSTOMER INTELLIGENCE,MAXIS MOBILE SERVICES SDN. BHD.,Locally Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Communication, Content & Infrastructure","ETP IDENTIFIED : COMMUNICATION, CONTENT & INFRASTRUCTURE",48921,Master,N/A,N/A,>15 years,"MSP<br/><br/>REVENUE : RM 7 BILL<br/>PROFIT BEFORE TAX : RM385,213,000<br/>PROFIT AFTER TAX : RM 283,756,000"
4286,56,CHIEF EXECUTIVE OFFICER,"CO-FOUNDER AND CEO - RESPONSIBLE FOR ALL ASPECTS OF BUSINESS DEVELOPMENT AND EXECUTION, AND GENERAL MANAGEMENT OF THE COMPANY",Technical Experts,CEO (WITH TECHNICAL SKILLS),CELADON CAPITAL (MALAYSIA) SDN. BHD. ,Locally Owned,Other (SME),,,,Financial Services,ETP IDENTIFIED I.E. FINANCIAL SECTOR,9408.25,PhD/Double Masters/Masters+,N/A,N/A,>15 years,"SME<br/><br/>AN INDEPENDENT, PRIVATELY-OWNED INTERNATIONAL CORPORATE FINANCE AND STRATEGIC ADVISORY FIRM, FOCUSING ON PRIVATE EQUITY, VENTURE CAPITAL, PROJECT FINANCING, M&A, OVERSEAS LISTINGS, BUSINESS PARTNERING & RELATED STRATEGIC MATTERS.<br/><br/>REVENUE TABLED TO ROC 2013: RM216,801<br/>LOSS BEFORE & AFTER TAX: (RM154,891)"
4287,45,PROFESSOR,RESEARCHER IN THE FIELD OF NANOTECHNOLOGY AND BIOMIMETICS AT INSTITUTE OF MICROENGINEERING AND NANOELECTRONICS (IMEN),Technical Experts,PROFESSOR<br/><br/>IN THE FIELD OF NANOTECHNOLOGY AND BIOMIMETICS,UNIVERSITI KEBANGSAAN MALAYSIA (UKM),Government Sector,Mulnationals/GLC/MYS Strong Performers/ITAPS,ASSISTANT PROFESSOR,RESEARCH AND TEACHING OF MASTER STUDENTS,TECHNICAL UNIVERSITY VIENNA,Education,ETP IDENTIFIED I.E. EDUCATION,11476.75,PhD/Double Masters/Masters+,N/A,N/A,11-15 years,IPTA I.E. UKM
4288,42,FLOW ASSURANCE ENGINEER,PRODUCTION ENGINEERING ADVISOR  FOR (PRE) DEVELOPMENT PROJECTS IN MALAYSIA,Technical Experts,FLOW ASSURANCE ENGINEER<br/><br/>PRODUCTION ENGINEERING ADVISOR FOR PROJECTS DEVELOPMENT EG. REVISE POTENTIAL WELL DELIVERABILITY BY 100% & DEBOTTLENECKING OF WELL FLOWLINE CAPACITY BY 250%,HESS OIL & GAS SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Oil, Gas & Energy","ETP IDENTIFIED I.E. OIL, GAS & ENERGY",93884.58594,Master,N/A,N/A,>15 years,"MNC<br/><br/>GLOBAL REVENUE 2011: $37.9 BILLION<br/>REVENUE TABLED TO ROC 2012: RM254,621,999<br/>LOSS BEFORE & AFTER TAX: (RM49,432)"
4290,38,CHANNEL DISTRIBUTION MANAGER,MANAGING DELL CHANNEL PARTNER WITH CONTRIBUTION REVENUE OF USD 120M PER ANNUM. CREATE MARKETING PROGRAM TO ENSURE DISTRIBUTION PRODUCTS ARE SMOOTHLY SOLD.,Technical Experts,INSIDE SALES MANAGER,DELL GLOBAL BUSINESS CENTER SDN. BHD.,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,ICT,ETP IDENTIFIED SECTOR: ICT,12127.08301,Diploma/Vocational/Certificates,N/A,N/A,>15 years,"MNC<br/><br/>DELL GLOBAL BUSINESS CENTER SDN BHD OPERATES A GLOBAL BUSINESS SUPPORT CENTRE PROVIDING OUTSOURCED SERVICES IN ICT, CONTACT CENTRE AND OTHER SPECIALISED SERVICES TO OTHER DELL ENTITIES.<br/><br/>IT IS AN MSC MALAYSIA STATUS COMPANY (AWARDED THE STATUS IN 2006).<br/><br/>ITS FINANCIALS FOR THE F.Y.E. 31 JAN 2012 WERE:-<br/>REVENUE: RM607.1 MILLION<br/>PROFIT BEFORE TAX: RM30.9 MILLION<br/>PROFIT AFTER TAX: RM30.8 MILLION<br/>TABLED TO SSM ON: 31 JULY 2012"
4292,42,SENIOR RESERVOIR ENGINEER,"1.	ADVISE AND LEAD THE IMPLEMENTATION OF BASE KEY TECHNOLOGIES IN A PARTICULAR SKILL AREA IN PROJECTS FOR RESPECTIVE BUSINESS<br/>2.	LEAD THE INTEGRATION ON THE IMPLEMENTATION OF OPERATIONAL TECHNOLOGY WITHIN THE RESPECTIVE NOSINESS IN RELATED AREAS OF THE SKILL GROUP.<br/>3.	ANTICIPATE POTENTIAL PROBLEMS AND RECOMMEND/DEVELOP APPROPRIATE SOLUTIONS THAT ARISE AT OPERATIONAL LEVEL  THROUGH ENHANCEMENT OF PRACTICES, WORK PROCESSES AND PROCEDURES IN OWN SKILL AREA OR OTHER RELATED AREAS IN SKILL GROUP.<br/>4.	KEEP ABREAST AND IDENTIFY NEW TECHNICAL APPROACHES IN TOOLS AND METHODS INTRODUCED BY TECHNICAL ADVANCEMENT, RESEARCH AND DEVELOPMENT WORLDWIDE THROUGH SUSTENANCE OF ALLIANCES WITH SPECIALIST IN OWN SKILL AREA OR SKILL GROUP.<br/>5.	COLLABORATE WITH VENDORS AND RESEARCH BODIES ON TECHNICAL MATTERS SPECIFIC TO OWN SKILL AREA.<br/>6.	CONTRIBUTE TO CURRENT KNOWLEDGE AND TRANSFER OF TECHNOLOGY THROUGH UNDERTAKING OF INTERNAL TRAINING.<br/>7.	PRESENT ARTICLES/PAPERS ON CURRENT TECHNOLOGY FOR INTERNAL PURPOSE, PROFESSIONAL/TECHNICAL JOURNALS AND SPEAK AT ACCREDITED CONFERENCES.<br/>8.	COACH AND MENTOR POTENTIAL TALENTS IN OWN SKILL AREA OR SKILL GROUP.<br/>",Technical Experts,SENIOR RESERVOIR ENGINEER,UZMA ENGINEERING SDN BHD,Publicly Listed,"LLC, LFC, Private IHLs, NGO",RESERVOIR ENGINER,"RESPONSIBILITIES INCLUDED:<br/>?Çó	PERFORM RESERVOIR MANAGEMENT/SURVEILLANCE FOR TWO OIL FIELDS AND ONE GAS FIELD WITH TOTAL OF 76 WELLS INCLUDING PRODUCERS AND INJECTORS.<br/>?Çó	PERFORM RESERVOIR SIMULATION STUDIES USING ECLIPSE 100 SIMULATOR BY BUILDING, UPDATING AND HISTORY MATCHING 2D AND 3D DYNAMIC MODELS FOR BUNGA KEKWA, BUNGA RAYA BUNGA SEROJA, NAGA KECIL, KUNING, BELUMUT AND SOUTH ANGSI FIELDS.<br/>?Çó	CONDUCT ANALYTICAL STUDIES INCLUDING MATERIAL BALANCE, DECLINE CURVES ANALYSIS FOR PRODUCTION FORECAST.<br/>?Çó	PROVIDE ENGINEERING SUPPORT TO OTHER DEPARTMENT INCLUDING OPERATION, DRILLING AND G&G DURING FIELD DEVELOPMENT AND PRODUCTION PHASES.<br/>",TALISMAN MALAYSIA LIMITED,"Oil, Gas & Energy","ETP IDENTIFIED I.E. OIL, GAS & ENERGY",35850.33203,Bachelors including Engineering Degree,N/A,N/A,>15 years,"LLC<br/><br/>REVENUE TABLED TO ROC 2013: RM247,524,000<br/>PROFIT BEFORE TAX: RM21 MILLION<br/>PROFIT AFTER TAX: RM15 MILLION"
4293,57,PROJECT MANAGER,PROJECT MANAGER FOR FPSO'S IN OIL AND GAS INDUSTRY.,Technical Experts,"PROJECT MANAGER<br/><br/>FOR FPSO (FLOATING PRODUCTIONG, STORAGE & OFFLOADING) IN OIL & GAS INDUSTRY.",SBM MALAYSIA SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Oil, Gas & Energy","ETP IDENTIFIED I.E. OIL, GAS & ENERGY",49610.16797,Bachelors including Engineering Degree,N/A,N/A,>15 years,"MNC<br/><br/>GLOBAL REVENUE 2011: USD$3.157 BILLION<br/>REVENUE TABLED TO ROC 2012: RM117,578,000<br/>PROFIT BEFORE TAX: RM9.5 MILLION<br/>PROFIT AFTER TAX: RM9.2 MILLION"
4294,40,"DEPUTY GENERAL MANAGER, AMWAY MALAYSIA AND BRUNEI",- PROFIT & LOSS AND CONTRIBUTED OPERATING INCOME<BR/>- DRIVE SUSTAINABLE SALES AND OPERATING INCOME GROWTH ON A MARKET BASIS<BR/>- DEVELOP AND EXECUTE THE MARKET SHORT-TERM (1 YEAR) AND LONG-TERM (3+ YEARS) STRATEGIC OPERATING PLANS.  ENSURE ALIGNMENT WIT,Technical Experts,ASIA PROJECT DIRECTOR,AMWAY (MALAYSIA) SDN BHD ,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,DIRECTOR,,AMWAY,Business Services,ETP IDENTIFIED : BUSINESS SERVICES,37911.41797,Bachelors including Engineering Degree,N/A,N/A,>15 years,"MNC<br/><br/>REVENUE : RM 5,455,365<br/>LOSS BEFORE & AFTER TAX : (RM 4,463,850)"
4295,43,ACCOUNT DIRECTOR,BUSINESS DEVELOPPMENT AMONG PHAMACEUTICAL COMPANIES,Technical Experts,"REGIONAL DIRECTOR<br/><br/>LEAD KEY ACCOUNTS, MARKET ACCESS & ONCOLOGY OFFER IN THE APAC REGION. WORKING ON INITIATIVE ON THE IMPACT OF HALAL IN PHARMACEUTICALS.",TAYLOR NELSON SOFRES MALAYSIA SDN. BHD.,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,MANAGER,IN CHARGE OF MARKETING STUDIES FOR PHAMACEUTICAL COMPANIES - SPECIALIZED IN HEAVY PATHOLOGY.,ZIMENT - NEW YORK - USA,Business Services,ETP IDENTIFIED I.E. BUSINESS SERVICES,26139.91602,PhD/Double Masters/Masters+,N/A,N/A,>15 years,"MNC<br/><br/>LEADING MARKET RESEARCH & MARKET INFORMATION GROUP FOR BRAND & COMMUNICATION; INNOVATION & PRODUCT DEVELOPMENT; RETAIL & SHOPPER; CUSTOMER EXPERIENCE; EMPLOYEE ENGAGEMENT; QUALITATIVE; AUTOMOTIVE; AND POLITICAL & SOCIAL.<br/><br/>GLOBAL REVENUE 2007: BRITISH POUND 1,068 MILLION<br/>REVENUE TABLED TO ROC 2012: RM52,660,856<br/>PROFIT BEFORE TAX: RM9.5 MILLION<br/>PROFIT AFTER TAX: RM7.4 MILLION"
4296,45,GENERAL MANAGER,AS PER ATTACHED,Top Management (CEO/CFO/COO),EXECUTIVE VICE PRESIDENT/GENERAL MANAGER,MATERIALISE SDN BHD,Foreign Owned,"LLC, LFC, Private IHLs, NGO",,,,ICT,"ICT SECTOR<br/><br/>MSC STATUS CO, AWARDED 2 NOV 2011, SSO SECTOR",8138,Master,N/A,N/A,>15 years,"LFC<br/><br/>REVENUE : RM 10,351,228<br/>PROFIT BEFORE TAX : RM 178,900<br/>PROFIT AFTER TAX : RM 108,878<br/><br/>"
4298,37,BUSINESS DEVELOPMENT MANANGER,STRATEGIC BUSINESS DEVELOPMENT TO MEET ORGANISATION GROWTH PLANS IN ASIA PACIFIC REGION ,Technical Experts,"BUSINESS DEVELOPMENT MANAGER<br/><br/>HE IS THE HEAD OF REGIONAL BUSINESS DEVELOPMENT, MERGER & ACQUISITION (ASIA & MIDDLE EAST). ",PETRONAS LUBRICANTS INTERNATIONAL SDN BHD,Government Sector,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Oil, Gas & Energy","ETP IDENTIFIED I.E. OIL, GAS & ENERGY",28137.66602,Master,N/A,N/A,11-15 years,GLC I.E. PETRONAS
4299,58,"GROUP HEAD, GROUP CORPORATE ASSURANCE & GROUP COMPLIANCE OFFICE ","CURRENTLY<br/> AS SENIOR VICE PRESIDENT I IN THE SIME DARBY GROUP, IS THE GROUP HEAD <br/>OF THE COMPLIANCE OFFICE AND THE CORPORATE ASSURANCE FUNCTIONS, <br/>REPORTING DIRECTLY TO THE CHAIRMAN OF THE GOVERNANCE AND AUDIT COMMITTEE<br/> OF THE SIME DARBY BERHAD BOARD, AND ADMINISTRATIVELY TO THE PRESIDENT <br/>& GROUP CHIEF EXECUTIVE OF SIME DARBY GROUP. <br/>IN THE PRIOR 9 YEARS WITHIN THE SIME DARBY GROUP HAVE BEEN EXPOSED TO <br/>THE VARIOUS DIVERSE BUSINESSES AND HAVE ASSUMED ACTIVE ROLES <br/>PARTICULARLY IN THE CHANGE PROCESS RESULTING FROM: THE MEGA MERGER <br/>CONSOLIDATION INITIATIVES THAT BEGAN IN 2007 OF 3 LARGE PLANTATION <br/>COMPANIES IN MALAYSIA; AND IN THE SUBSEQUENT MAJOR GROUP ORGANIZATIONAL <br/>RESTRUCTURING EFFORTS IN 2010 ENTAILING REVIEW OF THE GOVERNANCE <br/>PROCESSES, CONTROL ASSURANCE AND RISK MANAGEMENT FRAMEWORKS. <br/>",Technical Experts,GROUP HEAD OF GROUP CORPORATE ASSURANCE & GROUP COMPLIANCE OFFICE <br/><br/>ALSO THE SENIOR VICE PRESIDENT I IN THE SIME DARBY GROUP<br/><br/>REPORTS DIRECTLY TO THE CHAIRMAN OF THE GOVERNANCE AND AUDIT COMMITTEE <br/>OF THE SIME DARBY BERHAD BOARD,SIME DARBY HOLDINGS BERHAD ,Publicly Listed,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,Business Services,ETP IDENTIFIED I.E. BUSINESS SERVICES,115026.6641,Bachelors including Engineering Degree,N/A,N/A,>15 years,"MSP<br/><br/>REVENUE TABLED TO ROC 2012: RM1,686,020,654<br/>PROFIT BEFORE & AFTER TAX: RM 300 MILLION"
4300,64,PRESIDENT,"-DEVELOP AND MAINTAIN A POSITIVE COMPANY IMAGE AND POSITIVE RELATIONS<br/> BETWEEN THE COMPANY KEY CUSTOMERS,SUPPLIERS AND REGULATORS.<br/>-TO APPROVE ALL BUSINESS CONTRACTS BASED ON COMPANY BENEFITS.<br/>-TO APPROVE ALL IMPORTANT DECISIONS WHICH WILL AFF",Top Management (CEO/CFO/COO),PRESIDENT,ARM SHIELD SDN BHD,Joint Venture,Other (SME),,,,Electronics & Electrical,ETP IDENTIFIED : ELECTRICAL & ELECTRONIC,59162.5,Diploma/Vocational/Certificates,N/A,N/A,>15 years,"SME<br/><br/>REVENUE : RM 4,128,920<br/>LOSS BEFORE TAX : (RM4,020,317)<br/>LOSS AFTER TAX : (RM 3,878,438)"
4302,55,ASSOCIATE PROFESSOR,"ASSOCIATE PROFESSOR AT THE DEPARTMENT OF FUNDAMENTAL AND APPLIED SCIENCES, UNIVERSITI TEKNOLOGI PETRONAS (UTP) DOING TEACHING AT UNDERGRADUATE AND GRADUATE LEVELS AND RESEARCH FOR MASTER AND PHD DEGREES.",Technical Experts,"ASSOCIATE PROFESSOR<br/><br/>DEPARTMENT OF FUNDAMENTAL AND APPLIED SCIENCES - NANOTECHNOLOGY, MICROELECTROMECHANICAL & NANOELECTROMECHANICAL SYSTEMS","UNIVERSITI TEKNOLOGI PETRONAS, INSTITUTE OF TECHNOLOGY PETRONAS SDN BHD",,"LLC, LFC, Private IHLs, NGO",,,,Education,ETP IDENTIFIED I.E. EDUCATION,21020.58398,PhD/Double Masters/Masters+,N/A,N/A,>15 years,"IPTS<br/><br/>REVENUE TABLED TO ROC 2012: RM55,138,525<br/>LOSS BEFORE & AFTER TAX: (RM26,236,611)"
4303,46,DIRECTOR,MARKETING,Top Management (CEO/CFO/COO),DIRECTOR<br/>,RAMTRONICS CONSULTING MANAGEMENT SDN BHD,Joint Venture,Other (SME),,,,Wholesale & Retail,ETP IDENTIFIED : WHOLESALE & RETAIL,9808.333008,Diploma/Vocational/Certificates,N/A,N/A,>15 years,"SME<br/><br/>BASED ON THE AUDITED A/C 31 DEC 2011 FOR ANOTHER COMPANY,DYNAMIC EARTH RESOURCES AS RAMTRONICS\'S REVENUE REPORTED AS NIL<br/><br/>REVENUE : RM 3,048,881<br/>PROFIT BEFORE & AFTER TAX : RM 9,224"
